strahler_order,tokunaga_index,length
1,12,436.318
1,11,57.2496
1,11,134.74
1,12,154.981
1,12,436.318
1,12,89.3472
1,12,289.721
1,11,207.319
1,11,390.925
1,13,488.656
1,13,611.539
1,13,612.978
1,11,537.522
1,11,28.6248
1,13,178.694
1,12,582.914
1,11,277.864
1,11,191.99
1,12,456.558
1,11,252.712
1,11,305.05
1,13,28.6248
1,13,416.077
1,13,399.309
1,11,367.211
1,11,195.462
1,13,106.115
1,11,138.213
1,11,57.2496
1,11,77.4904
1,11,599.682
1,14,129.829
1,11,146.597
1,11,20.2408
1,14,28.6248
1,14,346.97
1,14,69.1064
1,11,525.665
1,11,235.944
1,12,114.499
1,11,20.2408
1,11,1163.79
1,12,345.532
1,14,276.426
1,11,48.8656
1,11,77.4904
1,14,134.74
1,14,195.462
1,11,660.405
1,11,158.454
1,11,382.541
1,11,85.8744
1,11,342.059
1,11,293.194
1,12,677.173
1,13,244.328
1,13,370.684
1,13,424.461
1,11,306.489
1,11,20.2408
1,13,69.1064
1,13,163.365
1,11,187.078
1,11,212.23
1,11,158.454
1,11,257.623
1,12,77.4904
1,11,77.4904
1,11,117.972
1,13,182.167
1,12,545.906
1,12,305.05
1,11,183.606
1,11,244.328
1,13,227.56
1,11,178.694
1,11,252.712
1,13,97.7312
1,14,966.894
1,11,277.864
1,11,48.8656
1,12,473.327
1,12,183.606
1,12,427.934
1,12,20.2408
1,14,20.2408
1,13,138.213
1,13,20.2408
1,13,69.1064
1,13,191.99
1,13,109.588
1,13,311.996
1,13,138.213
1,12,57.2496
1,11,69.1064
1,11,416.077
1,11,20.2408
1,11,183.606
1,13,554.29
1,12,448.174
1,11,48.8656
1,11,370.684
1,12,134.74
1,12,117.972
1,12,126.356
1,12,281.337
1,11,20.2408
1,11,240.855
1,12,89.3472
1,12,298.105
1,11,143.124
1,11,717.654
1,14,126.356
1,11,365.773
1,11,89.3472
1,12,316.907
1,11,117.972
1,11,40.4816
1,13,332.237
1,13,620.519
1,14,89.3472
1,14,48.8656
1,13,198.935
1,12,89.3472
1,11,579.442
1,11,990.607
1,11,138.213
1,11,402.782
1,13,330.202
1,14,129.829
