strahler_order,tokunaga_index,length
1,11,227.28
1,11,91.5404
1,11,135.74
1,11,54.9243
1,12,44.1996
1,11,385.771
1,11,114.291
1,11,689.425
1,11,256.313
1,11,220.998
1,11,216.556
1,13,460.304
1,11,109.849
1,11,25.8915
1,11,279.064
1,11,205.831
1,11,410.361
1,11,238.005
1,13,18.3081
1,11,106.707
1,11,99.1239
1,11,246.89
1,11,140.182
1,13,128.157
1,11,54.9243
1,11,378.187
1,12,91.5404
1,15,91.5404
1,11,80.8158
1,11,54.9243
1,15,455.862
1,15,216.556
1,11,109.849
1,11,143.324
1,12,18.3081
1,12,117.432
1,12,62.5077
1,11,201.389
1,11,73.2323
1,11,135.74
1,11,18.3081
1,11,330.847
1,11,95.9827
1,13,62.5077
1,13,91.5404
1,11,36.6162
1,11,164.773
1,11,128.157
1,11,311.237
1,14,135.74
1,14,80.8158
1,14,286.647
1,11,378.187
1,11,18.3081
1,12,36.6162
1,12,407.22
1,12,907.282
1,12,109.849
1,12,91.5404
1,12,73.2323
1,11,228.582
1,11,18.3081
1,12,472.869
1,12,128.157
1,15,361.18
1,15,356.738
1,15,414.804
1,11,300.513
1,11,18.3081
1,11,364.322
1,11,279.064
1,11,271.48
1,11,260.755
1,11,109.849
1,11,190.664
1,12,121.874
1,11,36.6162
1,11,18.3081
1,11,18.3081
1,11,216.556
1,11,471.029
1,11,109.849
1,12,208.972
1,13,18.3081
1,13,36.6162
1,15,54.9243
1,15,466.587
1,15,164.773
1,15,117.432
1,11,172.356
1,11,135.74
1,11,73.2323
1,11,349.155
1,13,318.821
1,12,297.372
1,11,36.6162
1,11,154.048
1,11,378.187
1,11,164.773
1,12,99.1239
1,11,146.465
1,11,18.3081
1,11,256.313
1,11,18.3081
1,14,36.6162
1,11,364.322
1,11,44.1996
1,11,114.291
1,11,202.69
1,14,95.9827
1,14,18.3081
1,14,51.7831
1,14,18.3081
1,14,143.324
1,14,99.1239
1,14,99.1239
1,11,166.074
1,11,132.599
1,12,73.2323
1,12,18.3081
1,12,164.773
1,12,1166.74
1,14,146.465
1,14,254.473
1,14,370.604
1,12,18.3081
1,11,147.766
1,11,158.49
1,12,106.707
1,15,18.3081
1,11,250.031
1,11,355.437
1,12,201.389
1,11,439.394
1,11,308.096
1,12,91.5404
1,15,99.1239
1,15,73.2323
1,15,208.972
1,15,366.162
1,15,54.9243
1,15,169.215
1,15,146.465
1,15,263.897
1,11,341.571
1,11,338.43
1,11,311.237
1,11,99.1239
1,13,190.664
1,13,164.773
1,13,568.852
1,11,109.849
1,11,164.773
1,12,245.589
1,12,443.836
1,11,25.8915
1,11,410.361
1,11,388.912
1,11,256.313
1,12,109.849
1,11,297.372
1,11,125.015
1,12,73.2323
1,11,219.697
1,11,18.3081
1,13,341.571
