strahler_order,tokunaga_index,length
1,12,487.54
1,11,38.1541
1,11,26.979
1,12,173.049
1,12,100.014
1,12,311.218
1,12,26.979
1,12,149.343
1,11,427.036
1,11,130.266
1,12,168.42
1,12,153.972
1,12,634.966
1,12,350.727
1,13,280.965
1,13,346.099
1,11,211.203
1,11,296.769
1,12,184.224
1,11,504.7
1,11,227.007
1,11,26.979
1,11,26.979
1,11,26.979
1,13,107.916
1,11,461.917
1,11,261.888
1,11,438.211
1,11,173.049
1,13,53.9581
1,14,350.727
1,14,377.706
1,11,84.2102
1,11,696.826
1,14,307.944
1,14,242.811
1,14,369.804
1,14,107.916
1,14,26.979
1,11,207.93
1,11,192.126
1,12,153.972
1,11,153.972
1,11,138.168
1,12,211.203
1,11,76.3082
1,11,57.2312
1,11,242.811
1,11,407.959
1,12,338.197
1,12,446.113
1,13,346.099
1,13,234.909
1,13,215.832
1,13,623.791
1,13,974.518
1,13,465.19
1,13,923.833
1,11,1201.52
1,11,1181.09
1,12,323.748
1,14,369.804
1,11,80.9371
1,11,133.539
1,12,26.979
1,12,349.372
1,12,26.979
1,11,238.182
1,11,19.0771
1,12,703.372
1,13,26.979
1,11,800.113
1,11,882.406
1,11,227.007
1,11,192.126
1,12,638.239
1,13,53.9581
1,14,134.895
1,11,73.0351
1,11,26.979
1,11,53.9581
1,11,92.1122
1,12,1036.94
1,11,346.099
1,11,111.189
1,14,53.9581
1,11,280.965
1,11,215.832
1,12,442.84
1,12,80.9371
1,14,1325.24
1,11,465.19
1,11,380.98
1,11,265.161
1,11,554.029
1,11,869.875
1,11,415.861
1,14,134.895
1,14,996.868
1,14,327.021
1,14,627.064
1,11,273.063
1,11,554.029
1,11,180.951
1,11,338.197
1,14,327.021
1,14,531.679
1,12,876.421
1,11,92.1122
1,11,295.414
1,12,342.825
1,12,180.951
1,12,26.979
1,12,53.9581
1,14,296.769
1,14,126.993
1,14,1135.04
1,11,487.54
1,11,46.0561
1,12,146.07
1,12,180.951
1,14,550.756
1,14,73.0351
1,11,184.224
1,11,46.0561
1,12,46.0561
1,11,38.1541
1,11,300.042
1,14,469.819
1,14,92.1122
1,14,531.679
1,14,404.685
1,14,53.9581
1,12,1057.37
1,11,403.33
1,11,38.1541
1,12,849.442
1,12,19.0771
1,11,676.393
1,11,288.867
1,12,446.113
1,12,431.665
1,12,342.825
1,12,19.0771
1,12,192.126
1,13,188.853
1,11,557.302
1,11,126.993
1,12,53.9581
1,12,215.832
1,13,80.9371
1,13,261.888
1,13,26.979
1,13,380.98
1,13,19.0771
1,13,261.888
1,13,161.874
1,13,180.951
1,13,249.357
1,14,107.916
1,14,269.79
1,14,288.867
1,11,1040.21
1,11,192.126
1,11,252.631
1,11,119.091
1,12,749.428
1,13,26.979
1,11,211.203
1,11,95.3853
1,12,361.902
1,11,173.049
1,11,227.007
1,11,153.972
1,11,417.778
1,13,581.008
1,14,92.1122
1,14,80.9371
1,14,46.0561
1,12,342.825
1,11,192.126
1,11,295.414
1,11,396.784
1,11,57.2312
1,15,292.14
1,11,203.301
1,11,53.9581
1,15,46.0561
1,15,560.575
1,11,763.876
1,11,311.218
1,11,415.861
1,11,84.2102
1,11,53.9581
1,11,73.0351
1,15,808.015
1,15,134.895
1,11,933.652
1,11,419.134
1,11,157.245
1,11,603.358
1,12,211.203
1,12,57.2312
1,11,380.98
1,11,219.105
1,12,615.889
1,11,273.063
1,11,568.477
1,12,80.9371
1,12,207.93
1,12,134.895
1,11,295.414
1,11,146.07
1,13,322.393
1,13,280.965
1,11,688.924
1,11,53.9581
1,12,300.042
1,12,219.105
1,14,534.952
1,11,207.93
1,11,126.993
1,12,161.874
1,12,230.28
1,12,442.84
1,12,534.952
1,12,46.0561
1,12,793.567
1,12,1155.47
1,12,888.952
1,12,296.769
1,14,846.169
1,11,787.582
1,11,65.1331
1,12,165.147
1,12,334.923
1,12,627.064
1,11,107.916
1,11,595.456
1,11,577.735
1,11,53.9581
1,11,488.896
1,11,73.0351
1,11,173.049
1,11,126.993
1,14,612.616
1,14,100.014
1,14,261.888
1,14,222.378
1,11,414.505
1,11,514.519
1,12,369.804
1,12,373.078
1,12,246.084
1,12,430.309
1,12,100.014
1,11,130.266
1,11,253.986
1,11,168.42
1,11,153.972
1,11,111.189
1,11,642.868
1,11,46.0561
1,11,658.672
1,11,26.979
1,11,473.092
1,13,153.972
1,13,53.9581
1,11,1083
1,11,419.134
1,12,165.147
1,12,454.015
1,13,184.224
1,13,823.819
1,11,46.0561
1,11,227.007
1,13,357.274
1,11,703.372
1,11,57.2312
1,12,26.979
1,13,287.512
1,13,152.616
1,13,403.33
1,11,327.021
1,11,26.979
1,12,192.126
1,12,423.763
1,11,219.105
1,11,454.015
1,11,658.672
1,11,414.505
1,13,53.9581
1,13,46.0561
1,13,315.846
1,13,180.951
1,11,1383.04
1,11,19.0771
1,12,422.407
1,11,146.07
1,11,233.554
1,12,354.001
1,11,184.224
1,11,211.203
1,14,19.0771
1,14,398.701
1,14,750.784
1,14,446.113
1,11,460.561
1,11,269.79
1,14,180.951
1,11,46.0561
1,11,788.938
1,15,319.12
1,15,84.2102
1,12,338.197
1,12,330.295
1,12,361.902
1,11,19.0771
1,11,207.93
1,12,723.805
1,11,981.064
1,11,242.811
1,12,207.93
1,12,26.979
1,12,207.93
1,12,219.105
1,12,65.1331
1,12,454.015
1,11,253.986
1,11,26.979
1,12,215.832
1,12,26.979
1,12,184.224
1,13,53.9581
1,13,200.028
1,13,522.421
1,13,126.993
1,15,26.979
1,12,603.358
1,12,26.979
1,12,119.091
1,11,215.832
1,11,207.93
1,12,1017.86
1,15,414.505
1,15,173.049
1,15,538.225
1,15,84.2102
1,15,465.19
1,11,246.084
1,11,134.895
1,12,26.979
1,12,111.189
1,12,461.917
1,11,227.007
1,11,19.0771
1,12,357.274
1,11,234.909
1,11,26.979
1,12,100.014
1,12,26.979
1,11,480.994
1,11,157.245
1,12,388.882
1,12,253.986
1,13,26.979
1,13,403.33
1,11,227.007
1,11,219.105
1,13,288.867
1,13,307.944
1,13,334.923
1,13,111.189
1,13,53.9581
1,11,261.888
1,11,253.986
1,12,46.0561
1,12,57.2312
1,11,242.811
1,11,26.979
1,11,511.246
1,11,53.9581
1,11,831.721
1,11,100.014
1,13,38.1541
1,12,681.022
1,11,450.742
1,11,509.89
1,11,130.266
1,11,92.1122
1,11,107.916
1,11,130.266
1,11,73.0351
1,11,65.1331
1,13,542.854
1,13,211.203
1,13,234.909
1,13,80.9371
1,11,492.169
1,11,53.9581
1,12,26.979
1,11,488.896
1,11,65.1331
1,11,760.603
1,11,188.853
1,12,26.979
1,12,349.372
1,12,1292.28
1,11,419.134
1,11,280.965
1,11,138.168
1,11,192.126
1,11,138.168
1,13,703.372
1,13,19.0771
1,11,234.909
1,11,517.792
1,13,119.091
1,14,708.001
1,12,73.0351
1,11,153.972
1,11,107.916
1,12,184.224
1,12,595.456
1,11,46.0561
1,11,246.084
1,14,133.539
1,14,246.084
1,14,565.204
1,14,207.93
1,11,53.9581
1,11,288.867
1,12,153.972
1,15,300.042
1,15,100.014
1,11,269.79
1,11,652.687
1,11,581.008
1,11,73.0351
1,15,19.0771
1,11,192.126
1,11,200.028
1,12,500.071
1,12,292.14
1,12,469.819
1,12,515.875
1,11,373.078
1,11,350.727
1,11,292.14
1,11,165.147
1,12,611.26
1,11,146.07
1,11,80.9371
1,11,457.288
1,11,26.979
1,12,722.449
1,13,26.979
1,13,457.288
1,13,280.965
1,13,111.189
1,11,511.246
1,11,207.93
1,11,107.916
1,11,257.259
1,13,180.951
1,13,26.979
1,13,26.979
1,13,1173.19
1,13,134.895
1,13,233.554
1,11,265.161
1,11,396.784
1,11,361.902
1,11,126.993
1,15,149.343
1,15,126.993
1,15,373.078
1,11,804.742
1,11,411.232
1,12,203.301
1,12,57.2312
1,12,794.128
1,15,26.979
1,15,107.916
1,15,100.014
1,11,315.846
1,11,241.456
1,12,53.9581
1,11,253.986
1,11,107.916
1,12,26.979
1,12,53.9581
1,12,19.0771
1,12,576.379
1,12,100.014
1,12,134.895
1,12,458.644
1,11,458.644
1,11,227.007
1,12,288.867
1,12,315.846
1,12,134.895
1,12,173.049
1,11,457.288
1,11,584.281
1,12,280.965
1,11,269.79
1,11,403.33
1,12,449.386
1,13,84.2102
1,13,465.19
1,11,161.874
1,11,1225.23
1,11,173.049
1,11,423.763
1,13,188.853
1,15,319.12
1,15,754.057
1,11,311.218
1,11,134.895
1,12,288.867
1,12,404.685
1,12,342.825
1,12,661.945
1,11,200.028
1,11,46.0561
1,11,234.909
1,11,46.0561
1,13,407.959
1,14,419.134
1,13,257.259
1,11,415.861
1,11,457.288
1,11,26.979
1,11,19.0771
1,11,269.79
1,11,242.811
1,14,65.1331
1,12,315.846
1,11,369.804
1,11,95.3853
1,14,311.218
1,14,346.099
1,14,173.049
1,14,392.155
1,13,688.924
1,11,227.007
1,11,215.832
1,13,298.687
1,11,26.979
1,11,449.386
1,12,307.944
1,12,423.763
1,11,507.973
