strahler_order,tokunaga_index,length
1,12,328.181
1,11,179.944
1,11,236.494
1,12,289.615
1,12,39.9874
1,11,99.9686
1,11,164.801
1,13,56.5508
1,13,297.896
1,11,253.058
1,11,233.064
1,12,173.083
1,12,28.2754
1,12,289.615
1,11,28.2754
1,11,357.878
1,11,229.634
1,11,301.327
1,12,527.53
1,12,84.8262
1,12,555.805
1,11,116.532
1,11,56.5508
1,11,264.77
1,11,99.9686
1,12,104.82
1,12,84.8262
1,12,725.458
1,12,572.369
1,13,835.129
1,11,84.8262
1,11,515.818
1,13,161.371
1,11,512.976
1,11,259.918
1,12,161.371
1,12,399.286
1,12,48.2691
1,12,297.896
1,12,883.398
1,12,302.748
1,12,246.197
1,13,362.729
1,13,233.064
1,11,725.458
1,11,209.64
1,11,196.507
1,11,515.818
1,13,1262.69
1,13,266.191
1,13,830.277
1,11,357.878
1,11,346.165
1,12,48.2691
1,11,141.377
1,11,164.801
1,13,414.428
1,14,785.439
1,14,337.884
1,14,354.447
1,14,519.248
1,14,124.814
1,11,274.472
1,11,76.5445
1,14,84.8262
1,11,302.748
1,11,487.542
1,14,592.362
1,14,544.093
1,14,209.64
1,11,277.903
1,11,144.807
1,12,555.805
1,11,334.453
1,11,391.004
1,11,56.5508
1,11,19.9937
1,13,56.5508
1,13,588.932
1,13,604.074
1,11,632.35
1,11,19.9937
1,11,229.634
1,11,555.805
1,14,399.286
1,14,472.4
1,14,161.371
1,11,675.768
1,11,124.814
1,12,68.2628
1,12,442.704
1,11,595.793
1,11,391.004
1,14,144.807
1,12,564.087
1,11,124.814
1,11,76.5445
1,11,76.5445
1,11,133.095
1,13,19.9937
1,11,133.095
1,11,19.9937
1,13,209.64
1,13,314.46
1,11,257.909
1,11,624.068
1,12,173.083
1,13,257.909
1,13,331.023
1,13,407.568
1,11,322.741
1,11,269.621
1,13,201.358
1,13,209.64
1,13,59.9812
1,13,407.568
1,13,382.723
1,13,331.023
1,13,113.102
1,11,261.339
1,11,96.5382
1,13,444.125
1,13,19.9937
1,13,535.812
1,13,557.226
1,12,826.847
1,11,76.5445
1,11,84.8262
1,12,568.938
1,13,229.634
1,13,113.102
1,11,387.574
1,11,379.292
1,12,116.532
1,12,28.2754
1,11,141.377
1,11,306.178
1,11,229.634
1,11,504.106
1,11,439.273
1,11,777.157
1,11,309.608
1,11,644.062
1,14,632.35
1,11,108.25
1,11,104.82
1,14,84.8262
1,14,189.646
1,11,76.5445
1,11,504.106
1,11,474.409
1,11,588.932
1,14,48.2691
1,14,104.82
1,15,189.646
1,15,39.9874
1,15,512.387
1,15,455.837
1,15,274.472
1,15,19.9937
1,15,379.292
1,11,580.65
1,11,334.453
1,12,189.646
1,11,133.095
1,11,108.25
1,15,499.254
1,15,197.928
1,15,173.083
1,15,104.82
1,15,96.5382
1,15,512.387
1,11,386.153
1,11,229.634
1,12,136.526
1,12,313.039
1,11,442.704
1,11,76.5445
1,12,359.298
1,12,56.5508
1,13,159.95
1,13,204.789
1,13,56.5508
1,13,28.2754
1,11,302.748
1,11,281.333
1,13,302.748
1,13,1003.36
1,12,266.191
1,12,181.364
1,11,48.2691
1,11,141.377
1,13,76.5445
1,15,273.051
1,15,39.9874
1,11,351.017
1,11,153.089
1,12,133.095
1,12,817.144
1,11,555.805
1,11,607.505
1,11,48.2691
1,11,221.352
1,11,851.692
1,11,189.646
1,11,19.9937
1,11,487.542
1,12,68.2628
1,11,349.596
1,11,226.203
1,12,84.8262
1,12,173.083
1,12,39.9874
1,12,964.794
1,12,39.9874
1,11,302.748
1,11,342.735
1,11,306.178
1,11,515.818
1,15,28.2754
1,11,342.735
1,11,144.807
1,12,28.2754
1,11,322.741
1,11,607.505
1,15,68.2628
1,15,286.184
1,15,371.01
1,15,39.9874
1,15,1004.78
1,15,28.2754
1,12,1199.87
1,11,104.82
1,11,444.125
1,11,249.627
1,11,136.526
1,12,346.165
1,12,825.426
1,12,181.364
1,12,133.095
1,12,459.267
1,12,28.2754
1,11,334.453
1,11,189.646
1,12,302.748
1,11,173.083
1,11,133.095
1,12,447.555
1,12,193.076
1,11,507.536
1,11,144.807
1,11,197.928
1,11,39.9874
1,12,273.051
1,13,342.735
1,13,495.824
1,11,306.178
1,11,19.9937
1,13,136.526
1,13,351.017
1,13,79.9749
1,13,577.22
1,11,257.909
1,11,173.083
1,13,257.909
1,11,133.095
1,11,435.843
1,12,382.723
1,12,302.748
1,12,124.814
1,11,76.5445
1,11,28.2754
1,13,28.2754
1,11,133.095
1,11,59.9812
1,13,19.9937
1,13,28.2754
1,13,19.9937
1,13,84.8262
1,13,28.2754
1,13,68.2628
1,13,254.479
1,14,226.203
1,14,56.5508
1,11,257.909
1,11,294.466
1,11,648.913
1,11,217.921
1,11,28.2754
1,12,600.644
1,12,289.615
1,11,209.64
1,11,84.8262
1,12,96.5382
1,12,342.735
1,12,294.466
1,12,209.64
1,12,286.184
1,11,104.82
1,11,407.568
1,12,254.479
1,12,366.159
1,13,136.526
1,13,133.095
1,13,575.799
1,14,104.82
1,14,535.812
1,14,169.652
1,11,357.878
1,11,246.197
1,11,457.846
1,11,28.2754
1,12,28.2754
1,14,76.5445
1,13,84.8262
1,13,605.495
1,13,702.034
1,13,237.915
1,11,625.489
1,11,718.597
1,11,193.076
1,11,229.634
1,13,266.191
1,13,189.646
1,12,229.634
1,12,153.089
1,12,56.5508
1,11,124.814
1,11,196.507
1,15,331.023
1,15,39.9874
1,15,79.9749
1,15,193.076
1,11,321.32
1,11,99.9686
1,11,48.2691
1,11,128.244
1,13,758.584
1,15,277.903
1,15,628.919
1,15,645.483
1,15,19.9937
1,11,293.045
1,11,96.5382
1,12,104.82
1,15,377.871
1,15,116.532
1,15,688.901
1,15,313.039
1,15,712.325
1,15,168.231
1,12,825.426
1,11,399.286
1,11,322.741
1,11,758.584
1,11,266.191
1,13,738.591
1,13,173.083
1,13,1268.13
1,11,59.9812
1,11,1077.9
1,11,308.188
1,11,688.901
1,11,429.571
1,11,68.2628
1,12,156.519
1,12,342.735
1,12,201.358
1,12,113.102
1,11,602.653
1,11,84.8262
1,11,28.2754
1,12,28.2754
1,12,181.364
1,12,359.298
1,12,430.992
1,12,189.646
1,12,188.225
1,12,241.346
1,13,487.542
1,11,28.2754
1,11,168.231
1,12,371.01
1,13,197.928
1,13,249.627
1,13,84.8262
1,13,249.627
1,15,68.2628
1,15,88.2566
1,15,96.5382
1,11,309.608
1,11,693.752
1,15,625.489
1,15,68.2628
1,15,104.82
1,11,184.795
1,11,56.5508
1,12,39.9874
1,12,59.9812
1,15,56.5508
1,15,998.509
1,15,768.875
1,15,550.954
1,15,79.9749
1,15,539.83
1,15,119.962
1,11,297.896
1,11,297.896
1,12,217.921
1,12,181.364
1,12,429.571
1,12,48.2691
1,12,104.82
1,12,371.01
1,12,99.9686
1,12,133.095
1,12,79.9749
1,11,599.223
1,11,113.102
1,12,502.685
1,12,459.267
1,12,311.029
1,13,161.371
1,13,28.2754
