strahler_order,tokunaga_index,length
1,11,475.195
1,11,431.471
1,12,192.394
1,11,587.283
1,11,71.07
1,13,367.543
1,13,367.543
1,11,213.21
1,11,188.823
1,12,225.404
1,11,346.728
1,11,20.8159
1,13,457.95
1,14,251.27
1,14,159.384
1,14,384.788
1,14,353.87
1,14,646.773
1,11,216.781
1,11,287.851
1,14,1388.39
1,14,83.2636
1,14,166.527
1,11,317.289
1,11,175.15
1,12,20.8159
1,14,159.384
1,14,911.716
1,11,258.413
1,11,142.14
1,11,168.007
1,11,91.8859
1,11,100.508
1,11,133.518
1,11,183.772
1,11,71.07
1,12,91.8859
1,13,362.493
1,13,419.277
1,13,239.077
1,13,20.8159
1,13,592.947
1,13,254.842
1,13,300.045
1,11,292.902
1,11,230.454
1,11,1560.58
1,11,176.629
1,11,208.159
1,11,150.762
1,12,429.991
1,11,29.4381
1,11,100.508
1,13,333.055
1,14,188.823
1,14,292.902
1,15,287.851
1,15,228.975
1,11,371.115
1,11,79.6922
1,12,100.508
1,12,225.404
1,12,346.728
1,13,320.861
1,13,518.306
1,13,91.8859
1,11,50.2541
1,11,142.14
1,11,171.578
1,11,277.137
1,13,242.648
1,13,707.128
1,11,341.677
1,11,478.766
1,12,83.2636
1,11,20.8159
1,11,405.604
1,15,204.588
1,15,29.4381
1,15,526.928
1,15,300.045
1,11,209.638
1,11,272.086
1,12,175.149
1,11,180.2
1,11,221.832
1,12,20.8159
1,12,201.016
1,12,124.895
1,12,41.6318
1,11,71.07
1,11,216.781
1,13,376.166
1,13,577.182
1,13,83.2636
1,15,62.4477
1,15,410.655
1,13,365.451
1,11,204.588
1,11,267.035
1,11,188.823
1,11,254.842
1,12,20.8159
1,11,29.4381
1,11,20.8159
1,11,124.895
1,11,296.473
1,11,438.613
1,11,41.6318
1,11,71.07
1,15,41.6318
1,11,1463.03
1,11,121.324
1,12,308.667
1,12,83.2636
1,11,631.007
1,11,246.219
1,12,166.527
1,12,41.6318
1,12,280.708
1,11,234.026
1,11,154.334
1,13,437.134
1,11,305.096
1,11,147.191
1,11,305.096
1,11,239.077
1,13,292.902
1,13,246.219
1,13,523.356
1,13,71.07
1,11,627.436
1,11,719.322
1,12,388.359
1,12,338.105
1,12,104.08
1,11,41.6318
1,11,329.483
1,12,333.055
1,14,100.508
1,14,62.4477
1,12,284.28
1,11,447.236
1,11,330.962
1,12,171.578
1,14,121.324
1,14,221.832
1,14,259.892
1,11,183.772
1,11,162.956
1,12,62.4477
1,14,330.962
1,14,539.122
1,14,346.728
1,14,419.277
1,14,459.429
1,11,237.597
1,11,145.711
1,12,20.8159
1,12,129.946
1,12,121.324
1,12,216.781
1,12,204.588
1,11,275.658
1,11,490.347
1,14,329.483
1,11,519.785
1,11,71.07
1,15,20.8159
1,15,41.6318
1,15,757.382
1,15,563.509
1,11,145.711
1,11,234.026
1,15,187.343
1,11,424.94
1,11,447.236
1,12,166.527
1,11,325.912
1,11,129.946
1,12,388.359
1,11,263.464
1,11,20.8159
1,12,104.08
1,13,296.473
1,13,145.711
1,11,41.6318
1,11,79.6922
1,12,201.016
1,11,218.261
1,11,150.762
1,11,516.214
1,11,109.13
1,11,192.394
1,11,201.016
1,11,327.391
1,11,180.2
1,14,901.614
1,14,575.703
1,12,213.21
1,11,129.946
1,11,195.965
1,14,322.34
1,14,20.8159
1,14,338.105
1,11,195.965
1,11,20.8159
1,12,409.175
1,11,597.998
1,11,292.902
1,11,346.728
1,11,343.156
1,11,209.638
1,11,263.464
1,13,372.594
1,11,20.8159
1,11,201.016
1,12,83.2636
1,11,29.4381
1,11,88.3144
1,13,20.8159
1,14,121.324
1,11,247.699
1,11,121.324
1,11,138.568
1,11,201.016
1,14,422.848
1,14,201.016
1,12,608.099
1,11,334.534
1,11,285.759
1,11,280.708
1,11,109.13
1,15,600.09
1,15,730.036
1,11,322.34
1,11,209.638
1,12,166.527
1,11,83.2636
1,11,20.8159
1,11,501.061
1,11,422.848
1,15,20.8159
1,15,254.842
1,11,443.664
1,11,339.585
1,12,41.6318
1,16,41.6318
1,16,104.08
1,11,166.527
1,11,83.2636
1,12,228.975
1,11,275.658
1,11,20.8159
1,11,994.979
1,11,230.454
1,12,234.026
1,11,254.842
1,11,71.07
1,13,333.055
1,11,355.35
1,11,221.832
1,12,62.4477
1,11,518.306
1,11,62.4477
1,11,142.14
1,11,162.956
1,12,367.543
1,13,62.4477
1,12,284.28
1,12,452.286
1,11,192.394
1,11,162.956
1,13,29.4381
1,11,256.321
1,11,71.07
1,12,228.975
1,14,195.965
1,12,338.105
1,12,263.464
1,11,371.115
1,11,405.604
1,12,83.2636
1,12,270.607
1,12,287.851
1,11,610.192
1,11,603.049
1,12,584.325
1,12,623.865
1,14,83.2636
1,14,104.08
1,14,29.4381
1,11,338.105
1,11,41.6318
1,12,100.508
1,11,464.48
1,11,124.895
1,11,133.518
1,11,91.8859
1,13,104.08
1,14,395.502
1,14,258.413
1,12,301.524
1,11,279.229
1,11,405.604
1,12,142.14
1,11,62.4477
1,11,145.711
1,12,284.28
1,11,62.4477
1,11,124.895
1,13,104.08
1,11,154.334
1,11,259.892
1,13,320.861
1,14,358.921
1,14,62.4477
1,14,20.8159
1,12,83.2636
1,12,100.508
1,12,41.6318
1,11,41.6318
1,11,523.356
1,12,674.119
1,12,62.4477
1,14,187.343
1,11,502.541
1,11,142.14
1,11,150.762
1,11,171.578
1,11,254.842
1,11,455.858
1,13,426.42
1,13,343.156
1,12,145.711
1,12,272.086
1,11,237.597
1,11,530.499
1,12,275.658
1,12,263.464
1,13,568.56
1,13,317.289
1,13,104.08
1,11,216.781
1,11,124.895
1,13,104.08
1,13,104.08
1,11,41.6318
1,11,610.192
1,16,709.22
1,11,213.21
1,11,71.07
1,12,162.956
1,12,234.026
1,12,79.6922
1,12,50.2541
1,12,547.744
1,12,41.6318
1,11,221.832
1,11,251.27
1,12,414.226
1,12,438.613
1,12,133.518
1,11,188.823
1,11,297.953
1,13,267.035
1,13,1069.62
1,13,509.683
1,13,249.791
1,11,254.842
1,11,109.13
1,12,20.8159
1,12,124.895
1,12,41.6318
1,11,330.962
1,11,29.4381
1,12,490.347
1,12,121.324
1,12,305.096
1,12,279.229
1,12,20.8159
1,16,454.379
1,16,41.6318
1,11,121.324
1,11,138.568
1,12,435.042
1,11,142.14
1,11,301.524
1,11,20.8159
1,11,310.147
1,12,142.14
1,12,476.674
1,16,162.956
1,16,442.185
1,16,670.547
1,16,166.527
1,11,440.093
1,11,403.512
1,12,29.4381
1,11,121.324
1,11,154.334
1,12,195.965
1,12,334.534
1,12,225.404
1,12,646.773
1,12,20.8159
1,11,793.963
1,11,258.413
1,12,41.6318
1,13,379.737
1,11,330.962
1,11,473.102
1,12,20.8159
1,16,541.214
1,16,363.972
1,11,414.226
1,11,268.515
1,12,460.909
1,12,410.655
1,16,333.055
1,16,686.925
1,11,62.4477
1,11,192.394
1,12,570.039
1,11,145.711
1,11,109.13
1,12,275.658
1,12,343.156
1,11,166.527
1,11,437.134
1,11,402.032
1,11,313.718
1,16,124.895
1,11,234.026
1,11,29.4381
1,12,183.772
1,12,138.568
1,11,402.032
1,11,372.594
1,12,355.35
1,11,138.568
1,11,287.851
1,11,363.972
1,11,166.527
1,12,20.8159
1,11,306.575
1,11,20.8159
1,12,41.6318
1,13,757.382
1,11,377.645
1,11,412.747
1,13,296.474
1,13,83.2636
1,11,346.728
1,11,192.394
1,16,145.711
1,16,341.677
1,11,405.604
1,11,358.921
1,11,83.2636
1,11,62.4477
1,16,788.913
1,16,333.055
1,16,312.239
1,11,175.149
1,11,159.384
1,12,91.8859
1,12,41.6318
1,12,121.324
1,11,162.956
1,11,183.772
1,13,431.471
1,13,83.2636
1,13,355.35
1,11,104.08
1,11,649.731
1,11,346.728
1,11,339.585
1,11,20.8159
1,11,521.877
1,11,133.518
1,11,150.762
1,14,62.4477
1,14,83.2636
1,14,183.772
1,16,112.702
1,12,837.074
1,11,175.149
1,11,187.343
1,12,41.6318
1,11,544.172
1,11,162.956
1,13,100.508
1,16,320.861
1,11,539.122
1,11,221.832
1,12,608.099
1,12,154.334
1,12,592.947
1,11,258.413
1,11,104.08
1,11,329.483
1,11,124.895
1,13,201.016
1,11,71.07
1,11,460.909
1,11,129.946
1,11,289.331
1,13,330.962
1,13,584.325
1,12,259.892
1,12,201.016
1,11,29.4381
1,11,180.2
1,12,381.216
1,12,206.067
1,12,414.226
