strahler_order,tokunaga_index,length
1,11,1007.72
1,11,125.965
1,12,225.169
1,12,661.175
1,11,447.091
1,11,18.9225
1,13,163.81
1,13,201.655
1,13,259.767
1,12,1999.76
1,11,366.809
1,11,26.7605
1,11,648.745
1,11,354.38
1,13,64.6056
1,11,354.38
1,11,107.042
1,12,324.373
1,13,209.493
1,13,137.049
1,13,26.7605
1,13,209.493
1,13,595.224
1,13,80.2815
1,11,404.654
1,11,102.451
1,12,182.732
1,12,26.7605
1,12,80.2815
1,13,836.069
1,13,182.732
1,13,806.062
1,13,278.69
1,11,415.739
1,11,152.725
1,12,80.2815
1,12,1020.15
1,12,240.845
1,12,300.859
1,11,362.218
1,11,477.098
1,12,546.295
1,12,171.648
1,12,118.127
1,12,1303.98
1,12,911.759
1,11,182.732
1,11,426.823
1,12,80.2815
1,12,365.464
1,13,472.506
1,11,259.767
1,11,699.02
1,14,18.9225
1,11,415.739
1,11,225.169
1,12,305.45
1,12,187.324
1,14,171.648
1,11,879.062
1,11,281.936
1,14,155.972
1,11,107.042
1,11,56.7676
1,14,270.852
1,11,557.379
1,11,118.127
1,11,144.887
1,11,45.683
1,11,833.379
1,11,358.971
1,12,225.169
1,12,377.894
1,11,796.879
1,11,91.3661
1,11,72.4435
1,11,125.965
1,13,152.725
1,13,80.2815
1,13,484.936
1,11,240.845
1,11,484.936
1,13,118.127
1,13,45.683
1,11,746.605
1,11,209.493
1,11,179.486
1,11,107.042
1,11,187.324
1,11,18.9225
1,13,565.217
1,14,456.83
1,14,37.8451
1,14,293.021
1,11,675.506
1,11,565.217
1,12,428.168
1,11,133.803
1,11,144.887
1,14,297.612
1,14,26.7605
1,14,258.422
1,11,281.936
1,11,251.929
1,14,37.8451
1,12,670.914
1,12,300.859
1,12,370.056
1,11,206.246
1,11,316.535
1,12,206.246
1,11,864.731
1,11,804.717
1,12,430.07
1,11,247.338
1,11,107.042
1,12,83.5281
1,11,144.887
1,11,190.57
1,13,281.936
1,11,582.795
