strahler_order,tokunaga_index,length
1,17,38.0609
1,17,244.131
1,17,26.9131
1,17,302.575
1,11,110.918
1,11,440.405
1,12,248.748
1,11,84.0045
1,11,601.884
1,17,84.0045
1,17,218.57
1,11,364.283
1,11,164.744
1,11,563.823
1,11,38.0609
1,11,118.8
1,11,45.9436
1,11,735.097
1,11,99.7698
1,11,95.1523
1,11,53.8262
1,12,571.706
1,17,64.974
1,12,356.401
1,11,126.683
1,11,424.64
1,11,307.192
1,11,850.633
1,12,99.7698
1,11,19.0305
1,11,45.9436
1,17,19.0305
1,17,164.744
1,17,99.7698
1,11,19.0305
1,11,137.831
1,12,152.244
1,11,839.485
1,11,207.422
1,11,99.7698
1,11,221.835
1,11,175.892
1,11,337.37
1,12,367.549
1,12,934.637
1,12,156.861
1,11,318.34
1,11,467.318
1,13,1031.14
1,13,110.918
1,13,554.588
1,12,210.687
1,11,1927.72
1,11,1786.62
1,11,302.575
1,11,164.744
1,13,464.053
1,13,267.779
1,13,471.936
1,12,172.627
1,11,234.335
1,11,180.509
1,11,283.544
1,11,429.258
1,13,288.162
1,11,410.227
1,11,191.657
1,12,364.283
1,13,19.0305
1,11,26.9131
1,11,283.544
1,13,662.241
1,13,64.974
1,13,84.0045
1,13,194.922
1,11,245.483
1,11,310.457
1,11,84.0045
1,11,19.0305
1,13,53.8262
1,13,53.8262
1,13,175.892
1,11,578.236
1,11,264.514
1,13,869.663
1,13,425.992
1,11,1050.17
1,11,815.837
1,12,72.8567
1,13,26.9131
1,13,226.453
1,12,918.872
1,11,326.223
1,11,175.892
1,12,118.8
1,11,467.318
1,11,137.831
1,12,310.457
1,12,456.171
1,12,272.396
1,11,552.675
1,11,210.687
1,11,433.875
1,11,153.596
1,13,45.9436
1,11,294.692
1,11,164.744
1,11,291.427
1,11,80.7394
1,12,26.9131
1,13,536.91
1,13,716.067
1,11,57.0914
1,11,280.279
1,11,494.232
1,11,53.8262
1,14,502.114
1,11,624.18
1,11,137.831
1,12,84.0045
1,12,334.105
1,14,256.631
1,12,187.039
1,11,103.035
1,11,210.687
1,14,53.8262
1,14,45.9436
1,11,118.8
1,11,26.9131
1,11,387.931
1,11,84.0045
1,12,1302.19
1,11,225.1
1,11,126.683
1,12,248.748
1,12,19.0305
1,11,551.323
1,11,53.8262
1,12,573.618
1,11,175.892
1,11,194.922
1,13,164.744
1,11,248.748
1,11,64.974
1,12,218.57
1,12,153.596
1,12,337.37
1,11,45.9436
1,11,234.335
1,12,19.0305
1,12,506.732
1,11,118.8
1,11,1246.45
1,13,26.9131
1,11,1165.71
1,11,45.9436
1,12,126.683
1,11,183.774
1,11,45.9436
1,13,180.509
1,11,245.483
1,11,636.68
1,11,245.483
1,11,299.309
1,14,53.8262
1,14,1237.21
1,15,91.8871
1,11,156.861
1,11,99.7698
1,11,286.809
1,11,264.514
1,15,84.0045
1,15,240.866
1,15,318.34
1,15,380.049
1,15,380.049
1,15,452.905
1,15,153.596
1,15,99.7698
1,13,1199.15
1,11,456.171
1,11,191.657
1,12,45.9436
1,12,191.657
1,11,275.661
1,11,294.692
1,11,812.572
1,11,153.596
1,12,234.335
1,13,337.37
1,13,191.657
1,11,183.774
1,11,64.974
1,13,517.88
1,13,72.8567
1,13,207.422
1,11,364.283
1,11,26.9131
1,12,904.459
1,12,1107.26
1,12,532.292
1,11,245.483
1,11,91.8871
1,13,253.366
1,11,652.445
1,11,313.722
1,12,221.835
1,13,156.861
1,13,137.831
1,12,731.832
1,11,256.631
1,11,118.8
1,12,283.544
1,12,99.7698
1,11,107.652
1,11,19.0305
1,11,272.396
1,11,53.8262
1,11,525.762
1,11,437.14
1,14,321.605
1,11,548.058
1,11,410.227
1,12,107.652
1,11,164.744
1,11,183.774
1,12,72.8567
1,14,416.757
1,14,307.192
1,14,91.8871
1,14,1015.38
1,14,221.835
1,14,218.57
1,11,1019.99
1,11,517.88
1,12,264.514
1,14,57.0914
1,14,168.009
1,11,19.0305
1,11,107.652
1,14,869.663
1,12,502.114
1,11,559.206
1,11,26.9131
1,11,1289.12
1,11,129.948
1,12,307.192
1,12,375.431
1,12,947.137
1,12,594.001
1,12,110.918
1,12,425.992
1,12,343.901
1,12,64.974
1,15,359.666
1,15,45.9436
1,11,134.566
1,11,202.805
1,11,38.0609
1,11,26.9131
1,12,774.511
1,15,19.0305
1,12,1701.26
1,11,318.34
1,11,110.918
1,12,414.845
1,12,180.509
1,12,839.485
1,12,647.828
1,12,620.915
1,12,153.596
1,11,234.335
1,11,19.0305
1,12,180.509
1,12,64.974
1,12,26.9131
1,12,180.509
1,12,383.314
1,11,307.192
1,11,275.661
1,11,226.453
1,11,45.9436
1,12,521.145
1,12,399.079
1,11,717.419
1,11,199.54
1,12,605.149
1,11,375.431
1,11,126.683
1,13,172.627
1,13,332.753
1,11,494.232
1,11,199.54
1,12,64.974
1,11,191.657
1,11,53.8262
1,12,145.713
