strahler_order,tokunaga_index,length
1,13,866.666
1,12,200.39
1,11,59.6928
1,11,195.562
1,12,284.808
1,11,258.669
1,11,79.5904
1,13,1880.27
1,13,961.326
1,13,238.771
1,13,822.043
1,13,247.013
1,13,1365.52
1,12,159.181
1,12,704.072
1,11,276.566
1,11,447.403
1,11,1314.07
1,11,911.29
1,13,498.854
1,13,822.043
1,11,468.715
1,11,319.776
1,12,144.111
1,12,19.8976
1,12,139.283
1,12,831.699
1,12,192.148
1,11,924.36
1,11,220.288
1,11,104.316
1,11,180.492
1,12,379.468
1,12,19.8976
1,11,227.115
1,11,596.342
1,13,19.8976
1,13,192.148
1,11,263.497
1,11,240.185
1,12,443.989
1,11,376.054
1,11,480.37
1,12,459.059
1,13,271.739
1,13,279.98
1,11,623.067
1,11,79.5904
1,12,541.477
1,12,412.436
1,12,492.026
1,11,200.39
1,11,172.251
1,12,268.325
1,11,553.133
1,11,251.841
1,11,324.604
1,11,84.4183
1,13,96.0741
1,11,511.924
1,11,251.841
1,12,87.8322
1,13,124.214
1,13,859.839
1,13,39.7952
1,13,492.026
1,13,19.8976
1,11,208.632
1,11,183.906
1,12,553.133
1,13,319.776
1,11,152.353
1,11,564.789
1,13,288.222
1,12,79.5904
1,11,304.706
1,11,200.39
1,11,164.009
1,11,56.2789
1,13,483.784
1,13,59.6928
1,14,379.468
1,14,576.444
1,11,695.83
1,11,311.534
1,11,544.891
1,11,804.974
1,12,528.407
1,11,84.4183
1,11,172.251
1,12,284.808
1,12,712.314
1,12,19.8976
1,12,152.353
1,14,843.355
1,11,152.353
1,11,601.17
1,14,299.878
1,14,364.399
1,14,359.571
1,14,96.0741
1,11,112.558
1,11,67.9346
1,12,87.8322
1,12,328.017
1,11,868.081
1,11,188.734
1,12,263.497
1,12,152.353
1,11,271.739
1,11,96.0741
1,13,19.8976
1,13,952.499
1,13,48.037
1,11,79.5904
1,11,28.1394
1,11,243.599
1,11,99.488
1,12,96.0741
1,13,311.534
1,13,59.6928
1,13,79.5904
1,11,642.965
1,11,59.6928
1,13,286.808
1,11,415.85
1,11,155.767
1,12,384.296
1,11,263.497
1,11,127.627
1,13,298.464
1,11,195.562
1,11,135.869
1,11,59.6928
1,11,56.2789
1,12,212.046
1,11,508.51
1,11,260.083
1,11,347.915
1,11,612.826
1,13,397.952
1,11,107.73
1,11,275.152
1,11,591.514
1,11,299.878
1,13,378.054
1,14,443.989
1,11,135.869
1,11,164.009
1,14,236.771
1,14,553.719
1,14,28.1394
1,14,243.599
1,15,248.427
1,15,139.283
1,11,379.468
1,11,132.455
1,12,404.194
1,12,564.789
1,11,1035.5
1,11,240.185
1,12,39.7952
1,11,835.113
1,11,198.976
1,15,127.627
1,11,447.403
1,11,266.911
1,12,530.407
1,12,639.551
1,11,238.771
1,11,39.7952
1,12,87.8322
1,12,104.316
1,11,578.444
1,11,338.259
1,12,402.78
1,13,119.386
1,13,99.488
1,13,48.037
1,13,135.869
1,15,455.645
1,15,200.39
1,15,293.05
1,11,752.109
1,11,334.845
1,11,1081.54
1,11,409.022
1,15,208.632
1,11,144.111
1,11,240.185
1,12,672.518
1,12,220.288
1,12,271.739
1,12,56.2789
1,11,87.8322
1,11,87.8322
1,13,164.009
1,13,19.8976
1,13,356.157
1,13,251.841
1,13,79.5904
1,11,328.017
1,11,248.427
1,12,87.8322
1,11,172.251
1,11,39.7952
1,12,84.4183
1,12,115.972
1,12,243.599
1,12,288.222
1,12,48.037
1,12,112.558
1,12,183.906
1,13,112.558
1,13,795.318
1,13,536.649
1,11,260.083
1,11,96.0741
1,13,79.5904
1,11,192.148
1,11,392.538
1,12,140.697
1,12,19.8976
1,11,115.972
1,11,505.096
1,12,223.702
1,12,172.251
1,11,975.81
1,11,312.948
1,12,251.841
1,11,175.664
1,11,231.943
1,12,19.8976
1,12,19.8976
1,12,96.0741
1,12,56.2789
1,12,39.7952
1,12,183.906
1,11,168.837
1,11,87.8322
1,12,664.277
1,13,19.8976
1,13,28.1394
1,11,39.7952
1,11,922.945
1,13,536.649
1,13,48.037
1,13,164.009
1,11,19.8976
1,11,344.501
1,13,115.972
1,13,59.6928
1,11,180.492
1,11,132.455
1,11,160.595
1,11,19.8976
1,12,203.804
1,12,279.98
1,14,192.148
1,14,19.8976
1,14,296.464
1,14,360.985
1,14,376.054
1,14,115.972
1,14,67.9346
1,13,483.784
1,11,172.251
1,11,420.678
1,13,87.8322
1,11,19.8976
1,11,708.9
1,12,439.161
1,11,528.407
1,11,200.39
1,13,104.316
1,13,732.211
1,11,104.316
1,11,192.148
1,13,404.194
1,12,56.2789
1,11,115.972
1,11,332.845
1,11,56.2789
1,11,372.641
1,14,28.1394
1,11,56.2789
1,11,19.8976
1,14,48.037
1,11,463.887
1,11,39.7952
1,12,212.046
1,14,435.747
1,14,39.7952
1,14,1019.02
1,11,245.013
1,11,192.148
1,12,376.054
1,12,96.0741
1,13,667.69
1,11,531.821
1,11,276.567
1,12,135.869
1,11,79.5904
1,11,248.427
1,15,59.6928
1,11,271.739
1,11,155.767
1,15,533.235
1,15,99.488
1,15,958.741
1,15,312.948
1,15,79.5904
1,11,341.087
1,11,56.2789
1,11,127.627
1,11,160.595
1,12,76.1765
1,15,576.444
1,11,312.948
1,11,19.8976
1,15,48.037
1,15,203.804
1,15,256.669
1,15,76.1765
1,15,223.702
1,15,263.497
1,11,437.161
1,11,556.547
1,12,236.771
1,11,476.956
1,11,112.558
1,12,84.4183
1,11,212.046
1,11,198.976
1,11,372.641
1,11,155.767
1,13,115.972
1,13,271.739
1,11,155.767
1,11,19.8976
1,12,339.673
1,11,59.6928
1,11,443.989
1,13,48.037
1,12,67.9346
1,11,59.6928
1,11,99.488
1,12,132.455
1,11,732.211
1,11,56.2789
1,12,248.427
1,11,208.632
1,11,404.194
1,14,119.386
1,14,999.122
1,14,634.723
1,11,455.645
1,11,39.7952
1,12,159.181
1,14,303.292
1,14,179.078
1,11,828.285
1,11,1106.85
1,12,419.263
1,12,19.8976
1,14,179.078
1,14,1322.31
1,14,372.641
1,11,448.817
1,11,448.817
1,12,203.804
1,14,59.6928
1,14,1311.24
1,14,1094.37
1,14,59.6928
1,12,669.105
1,11,220.288
1,11,332.845
1,12,160.595
1,12,524.993
1,12,626.481
1,12,144.111
1,11,152.353
1,11,699.244
1,13,99.488
1,13,2136.11
1,13,79.5904
1,13,238.771
1,13,59.6928
1,13,39.7952
1,13,39.7952
1,13,99.488
1,11,39.7952
1,11,155.767
1,13,298.464
1,13,198.976
1,13,218.874
1,13,1434.04
1,13,218.874
1,13,278.566
1,13,258.669
1,13,437.747
1,13,358.157
1,13,318.361
1,13,1154.06
1,13,298.464
1,13,378.054
1,13,596.928
1,13,636.723
1,13,1253.55
1,11,87.8322
1,11,453.645
1,11,67.9346
1,11,420.678
1,14,656.62
1,14,616.825
1,14,636.723
1,14,517.337
1,14,596.928
1,14,1571.91
1,14,656.62
1,14,577.03
1,14,537.235
1,12,461.887
1,11,152.353
1,11,551.719
1,14,1412.73
1,14,616.825
1,14,915.289
1,14,636.723
1,14,616.825
1,14,776.006
1,11,119.386
1,11,776.006
1,14,676.518
1,14,676.518
1,12,212.046
1,11,324.604
1,11,112.558
1,12,19.8976
1,12,19.8976
1,14,895.391
1,15,716.313
1,15,756.108
1,11,716.313
1,11,895.391
1,11,497.44
1,11,1719.43
1,15,212.046
1,15,299.878
1,15,59.6928
1,15,523.579
1,15,147.525
1,15,119.386
1,15,119.386
1,11,328.017
1,11,135.869
1,11,412.436
1,11,107.73
1,11,115.972
1,11,283.394
1,13,299.878
1,13,680.76
1,13,543.477
1,13,183.906
1,13,503.682
1,13,291.636
1,12,488.612
1,12,96.0741
1,11,260.083
1,11,220.288
1,12,815.216
1,11,187.32
1,11,841.941
1,13,19.8976
1,12,316.362
1,11,367.813
1,11,243.599
1,13,212.046
1,13,498.854
1,13,59.6928
1,15,175.664
1,15,56.2789
1,15,540.063
1,15,359.571
1,11,279.98
1,11,311.534
1,14,839.941
1,14,434.333
1,14,667.69
1,11,107.73
1,11,470.714
1,11,323.189
1,11,99.488
1,13,96.0741
1,13,107.73
1,13,207.218
1,13,195.562
1,12,39.7952
1,12,79.5904
1,11,443.989
1,11,752.109
1,12,119.386
1,12,87.8322
1,11,104.316
1,11,39.7952
1,12,155.767
1,13,411.022
1,14,192.148
1,14,548.305
1,14,28.1394
1,14,19.8976
1,14,328.017
1,14,208.632
1,14,147.525
1,14,115.972
1,14,79.5904
1,14,87.8322
1,12,87.8322
1,11,291.636
1,11,135.869
1,12,79.5904
1,11,328.017
